,HS10_min,HS10_mean,HS10_max,HS20_min,HS20_mean,HS20_max,HS30_min,HS30_mean,HS30_max,HS40_min,HS40_mean,HS40_max,HS50_min,HS50_mean,HS50_max,HS60_min,HS60_mean,HS60_max,TS30_min,TS30_mean,TS30_max,id_nodo,MNDT,MXDT,MCD,CMNDT,CMXDT,litros_diarios,TA_mean,TA_max,TA_min,HA_mean,HA_max,HA_min,radiacion,precipitacion,eto,fase
2019-04-13,0.7727,0.8072411764705882,0.8439,0.7815,0.8026558823529412,0.8385,0.7536,0.7723823529411764,0.811,0.7053,0.7296323529411765,0.7838,0.7912,0.7988110294117647,0.8135,0.7251,0.7298411764705882,0.7356,15.4,16.01764705882353,16.6,4,43.3025,43.3225,0.01999999999999602,-0.007500000000000284,0.0049999999999954525,16.40000000000009,16.08,24.66,6.96,0.5699000000000001,0.851,0.1573,25.83,0.0,4.64,1
2019-04-14,0.8013,0.8214759124087591,0.8408,0.7939,0.8101386861313868,0.8365,0.767,0.7803941605839416,0.8131,0.7276,0.7422430656934306,0.7953,0.7979,0.8043452554744526,0.8174,0.7319,0.7364532846715328,0.7423,16.2,16.687591240875914,17.4,4,43.3025,43.33,0.027499999999996305,0.0,0.007500000000000284,19.40000000000009,20.43,29.85,10.75,0.4264,0.774,0.1773,25.57,0.0,5.28,1
2019-04-15,0.8049,0.8243014598540146,0.8442,0.7986,0.8137408759124087,0.8422,0.7707,0.7853934306569343,0.8181,0.7276,0.7427854014598541,0.7813,0.8014,0.80742700729927,0.8177,0.7365,0.7402773722627738,0.7447,17.4,17.667153284671535,18.2,4,43.3275,43.33,0.0024999999999977263,0.02499999999999858,0.0,14.599999999999909,17.52,23.12,12.61,0.6742,0.932,0.4518,22.08,0.0,3.79,1
2019-04-16,0.7937,0.8104644444444444,0.8218,0.7981,0.8024192592592593,0.811,0.7691,0.7754303703703703,0.7841,0.7166,0.7288207407407408,0.7407,0.8009,0.8039659259259259,0.8079,0.7405,0.7427688888888888,0.7444,17.6,18.004444444444445,18.2,4,43.33,43.355,0.02499999999999858,0.0024999999999977263,0.02499999999999858,0.0,16.76,24.86,11.96,0.718,0.9420000000000001,0.2858,25.77,0.0,4.6,1
2019-04-17,0.7836,0.8146481751824818,0.8517,0.7919,0.8111401459854014,0.8516,0.7663,0.7842824817518249,0.8263,0.7138,0.7375518248175182,0.8052,0.7998,0.8076766423357664,0.8256,0.7437,0.7489386861313869,0.7549,18.0,18.302189781021895,18.6,4,43.3375,43.35,0.012500000000002842,0.007500000000000284,-0.0049999999999954525,11.400000000000091,16.27,21.19,12.48,0.741,0.934,0.48200000000000004,22.68,0.0,3.73,1
2019-04-18,0.7871,0.8042036764705882,0.8206,0.7914,0.7991808823529412,0.8107,0.7644,0.7724404411764706,0.7827,0.7128,0.7241875000000001,0.7365,0.8012,0.8043639705882353,0.8081,0.7507,0.7514330882352942,0.7526,17.6,17.974999999999998,18.4,4,43.345,43.3475,0.0024999999999977263,0.007500000000000284,-0.0025000000000048317,0.0,15.81,18.34,12.48,0.6576000000000001,0.851,0.5655,5.01,0.0,1.72,1
2019-04-19,0.7831,0.819326168224299,0.8317,0.7889,0.816014953271028,0.8323,0.7611,0.78673738317757,0.8117,0.71,0.7401242990654205,0.7895,0.7986,0.8076130841121495,0.8251,0.7507,0.7566514018691588,0.766,16.6,17.115887850467292,17.6,4,43.3475,43.3675,0.020000000000003126,0.0024999999999977263,0.020000000000003126,11.0,12.67,13.55,11.54,0.932,0.971,0.812,2.02,59.4,0.82,1
2019-04-20,0.8122,0.8209216494845362,0.8261,0.7978,0.8120567010309278,0.8283,0.7684,0.7831639175257732,0.8094,0.7276,0.7485711340206186,0.8127,0.8088,0.8156484536082474,0.8293,0.7698,0.7761443298969072,0.7812,15.2,15.426804123711339,16.4,4,43.3675,43.39,0.022500000000000853,0.020000000000003126,0.022500000000000853,0.0,13.48,14.96,11.47,0.9390000000000001,0.977,0.826,1.7,30.1,0.81,1
2019-04-21,0.8036,0.8102961538461538,0.8178,0.7875,0.797614423076923,0.8125,0.7576,0.7638663461538461,0.77,0.7133,0.7182846153846154,0.7276,0.8016,0.8040355769230769,0.8088,0.7667,0.7695480769230769,0.7733,15.4,15.400000000000002,15.4,4,43.39,43.3925,0.0024999999999977263,0.022500000000000853,0.0024999999999977263,0.0,13.99,17.55,12.48,0.7879999999999999,0.9279999999999999,0.613,4.72,9.11,1.44,1
2019-04-22,0.8036,0.8089175925925927,0.816,0.7864,0.7921842592592592,0.805,0.7543,0.7593203703703703,0.7684,0.7063,0.7116731481481481,0.7177,0.7977,0.7993583333333334,0.8016,0.7635,0.7654342592592592,0.7679,15.2,15.24074074074074,15.4,4,43.39,43.3925,0.0024999999999977263,0.0,0.0,0.0,14.59,18.54,11.62,0.785,0.95,0.5606,5.78,0.99,1.62,1
2019-04-23,0.794,0.7993577586206896,0.8033,0.7805,0.7824051724137931,0.7864,0.7487,0.7510413793103449,0.7548,0.6957,0.7011646551724138,0.7074,0.7944,0.7956206896551724,0.7977,0.7621,0.7628224137931034,0.7635,15.2,15.475862068965517,16.0,4,43.39,43.395,0.005000000000002558,0.0,0.0025000000000048317,0.0,15.54,20.8,11.01,0.6739,0.919,0.4131,13.31,0.59,2.88,1
2019-04-24,0.778,0.7855557971014493,0.794,0.7731,0.7758942028985508,0.781,0.7407,0.7450123188405797,0.7494,0.6824,0.6909659420289855,0.6971,0.7909,0.792745652173913,0.7946,0.7605,0.7619905797101449,0.7635,15.2,15.659420289855072,16.0,4,43.3925,43.395,0.0025000000000048317,0.0024999999999977263,0.0,0.0,14.44,21.2,7.42,0.6581999999999999,0.9209999999999999,0.36219999999999997,27.57,0.0,4.15,1
2019-04-25,0.7707,0.7994211678832117,0.8305,0.7714,0.7929671532846715,0.8285,0.7412,0.7612291970802919,0.801,0.6833,0.7093175182481752,0.756,0.79,0.7935445255474453,0.7995,0.7591,0.7608138686131387,0.7628,15.6,15.938686131386861,16.2,4,43.3925,43.395,0.0025000000000048317,0.0,0.0,15.199999999999818,16.89,23.47,10.28,0.6411,0.9470000000000001,0.3201,16.67,0.0,3.82,1
2019-04-26,0.781,0.7953963235294118,0.8077,0.782,0.7864698529411766,0.7966,0.7487,0.7559544117647059,0.7651,0.6934,0.7073426470588235,0.7199,0.7886,0.791160294117647,0.7939,0.7577,0.7592955882352941,0.7607,15.6,16.066176470588236,16.4,4,43.39,43.395,0.005000000000002558,-0.0024999999999977263,0.0,0.0,16.99,23.92,11.16,0.5428000000000001,0.8859999999999999,0.2376,27.61,0.0,4.87,1
2019-04-27,0.7681,0.8028182481751824,0.8416,0.7763,0.7983474452554744,0.833,0.7468,0.765887591240876,0.8038,0.6913,0.7107671532846715,0.741,0.7877,0.7925459854014598,0.8002,0.7558,0.7589890510948905,0.7616,16.4,16.645255474452554,17.2,4,43.3925,43.4075,0.015000000000000568,0.0024999999999977263,0.012499999999995737,14.400000000000091,16.64,23.25,9.83,0.634,0.91,0.3809,28.15,0.0,4.45,1
2019-04-28,0.7712,0.7927123188405797,0.8114,0.7867,0.7916971014492753,0.8021,0.7536,0.7611021739130435,0.7707,0.6967,0.7086449275362319,0.7185,0.7872,0.7901702898550724,0.7932,0.7591,0.7601637681159421,0.7616,16.6,17.094202898550726,17.4,4,43.405,43.42,0.015000000000000568,0.012500000000002842,0.012500000000002842,0.0,16.49,23.65,9.49,0.6133,0.925,0.2952,28.44,0.0,4.59,1
2019-04-29,0.7572,0.7984671532846715,0.8434,0.7785,0.802951094890511,0.8432,0.7506,0.7718459854014599,0.8131,0.6948,0.7223569343065693,0.7836,0.7865,0.7934299270072993,0.8023,0.7603,0.7628437956204379,0.766,17.0,17.370802919708026,17.6,4,43.415,43.4225,0.007500000000000284,0.00999999999999801,0.0024999999999977263,9.799999999999727,15.78,21.52,9.3,0.7240000000000001,0.93,0.5121,25.07,0.0,3.9,1
2019-04-30,0.7709,0.7928379562043795,0.8099,0.7914,0.7965240875912409,0.8065,0.7576,0.7644021897810219,0.7738,0.7049,0.7176985401459853,0.7304,0.7921,0.7943591240875912,0.7972,0.7614,0.7625160583941606,0.764,17.4,17.709489051094888,18.2,4,43.4225,43.455,0.03249999999999886,0.007500000000000284,0.03249999999999886,0.0,16.39,22.65,10.82,0.769,0.951,0.5,27.35,0.0,4.27,1
2019-05-01,0.761,0.7988474452554745,0.8472,0.7852,0.8072328467153285,0.8474,0.756,0.7747569343065693,0.8174,0.7044,0.7279226277372263,0.796,0.7925,0.7986810218978102,0.8084,0.7596,0.7624897810218978,0.7649,18.0,18.264233576642333,18.6,4,43.4475,43.4675,0.020000000000003126,0.02499999999999858,0.012500000000002842,7.600000000000364,16.96,23.05,12.1,0.6894,0.9440000000000001,0.2939,24.86,0.0,4.24,1
2019-05-02,0.7755,0.8026299270072993,0.8467,0.7986,0.812541605839416,0.8496,0.77,0.7825321167883212,0.8218,0.7238,0.739278102189781,0.7935,0.7986,0.804534306569343,0.8137,0.7616,0.7644562043795621,0.7672,18.2,18.41751824817518,18.6,4,43.45,43.4575,0.007500000000000284,0.0025000000000048317,-0.00999999999999801,6.799999999999727,17.5,24.32,11.89,0.5684,0.863,0.3126,24.87,0.0,4.55,1
2019-05-03,0.7686,0.7991211678832117,0.8459,0.7974,0.8125467153284671,0.8476,0.7712,0.7835963503649634,0.8223,0.7278,0.7402335766423358,0.8033,0.8025,0.8082350364963504,0.8191,0.763,0.7659788321167883,0.7691,18.2,18.443795620437957,18.6,4,43.455,43.4625,0.007500000000000284,0.0049999999999954525,0.0049999999999954525,12.200000000000273,16.19,21.92,10.49,0.6828,0.912,0.4031,25.38,0.2,4.22,1
2019-05-04,0.7709,0.7996423357664234,0.8406,0.7993,0.8131503649635037,0.8474,0.7733,0.7843065693430658,0.822,0.725,0.7388489051094891,0.7876,0.8051,0.8103817518248175,0.8202,0.7642,0.767492700729927,0.7707,18.2,18.464233576642336,19.0,4,43.4625,43.48,0.017499999999998295,0.007500000000000284,0.017499999999998295,7.0,16.91,23.45,9.69,0.6897,0.9420000000000001,0.3079,29.04,0.0,4.8,1
2019-05-05,0.7727,0.7992131386861314,0.8393,0.8003,0.8133036496350365,0.8449,0.7735,0.7847423357664233,0.8218,0.7264,0.7393686131386861,0.7932,0.807,0.8116321167883211,0.8204,0.7665,0.7702175182481752,0.773,18.4,18.83941605839416,19.2,4,43.48,43.5,0.020000000000003126,0.017499999999998295,0.020000000000003126,14.0,16.82,21.71,11.36,0.688,0.9209999999999999,0.4411,28.4,0.0,4.53,1
2019-05-06,0.7727,0.800004347826087,0.8411,0.7998,0.8136797101449276,0.8467,0.7745,0.7859391304347826,0.8223,0.7285,0.7407731884057971,0.7874,0.8084,0.8131898550724638,0.8221,0.7714,0.7750202898550724,0.7786,18.6,18.997101449275362,19.4,4,43.4975,43.5075,0.00999999999999801,0.0175000000000054,0.007500000000000284,11.399999999999636,17.45,22.99,12.5,0.775,0.9229999999999999,0.5589,25.92,0.0,4.21,1
2019-05-07,0.7805,0.8070102189781022,0.8489,0.8045,0.8172635036496351,0.8531,0.778,0.7887321167883211,0.8274,0.7309,0.7412700729927008,0.8049,0.8098,0.8153328467153285,0.8309,0.776,0.7788788321167883,0.7823,19.4,19.63941605839416,20.2,4,43.5075,43.525,0.017499999999998295,0.00999999999999801,0.017499999999998295,8.200000000000273,19.23,25.77,14.62,0.772,0.935,0.48979999999999996,24.91,0.0,4.43,1
2019-05-08,0.7836,0.8072686131386861,0.852,0.8065,0.8193109489051095,0.8563,0.7799,0.7897043795620438,0.8295,0.7269,0.7390759124087591,0.8049,0.8116,0.8167540145985401,0.83,0.7782,0.7814182481751825,0.7844,20.0,20.315328467153282,20.6,4,43.5225,43.5525,0.030000000000001137,0.015000000000000568,0.02750000000000341,13.799999999999727,23.2,30.98,13.69,0.5489,0.9440000000000001,0.2656,25.48,0.0,5.98,1
2019-05-09,0.7732,0.8032948905109489,0.8523,0.808,0.8214335766423357,0.8605,0.7777,0.7912051094890511,0.8356,0.7208,0.7390525547445256,0.8122,0.8128,0.8187788321167884,0.8353,0.7814,0.7846189781021898,0.7884,21.0,21.1985401459854,21.6,4,43.535,43.55,0.015000000000000568,0.012499999999995737,-0.0025000000000048317,11.800000000000182,23.49,30.05,18.09,0.5707,0.867,0.3432,22.12,0.0,4.8,2
2019-05-10,0.7778,0.8033598540145985,0.8492,0.8097,0.8213051094890511,0.8593,0.7815,0.7925583941605839,0.8342,0.7252,0.7407087591240875,0.8087,0.8149,0.8213956204379562,0.8365,0.7839,0.7876343065693431,0.7912,21.6,21.843795620437955,22.4,4,43.55,43.58,0.030000000000001137,0.015000000000000568,0.030000000000001137,6.599999999999909,24.62,32.71,16.95,0.5465,0.88,0.2642,28.34,0.0,5.97,2
2019-05-11,0.7717,0.8013131386861314,0.8556,0.8075,0.8231423357664234,0.8613,0.7801,0.7940080291970802,0.8375,0.722,0.741307299270073,0.8115,0.817,0.8235306569343066,0.8397,0.7872,0.7902649635036496,0.7932,22.4,22.534306569343066,23.0,4,43.5775,43.595,0.017499999999998295,0.02750000000000341,0.015000000000000568,15.200000000000273,23.04,31.25,17.09,0.5709000000000001,0.787,0.29100000000000004,28.93,0.0,6.05,2
2019-05-12,0.7724,0.8001737226277372,0.8563,0.812,0.8241678832116789,0.8625,0.7843,0.7963489051094891,0.8399,0.7269,0.7448357664233577,0.8155,0.8193,0.825870802919708,0.8421,0.7893,0.7927554744525548,0.796,22.4,22.592700729927007,23.0,4,43.5925,43.6175,0.02499999999999858,0.015000000000000568,0.022500000000000853,11.799999999999727,19.64,25.18,14.62,0.6808,0.903,0.4303,25.99,0.0,4.65,2
2019-05-13,0.7727,0.7974430656934307,0.8482,0.8102,0.8207065693430657,0.856,0.7848,0.7956700729927008,0.8352,0.7302,0.7464452554744526,0.8143,0.8209,0.8270328467153285,0.8418,0.7907,0.7946255474452555,0.7986,21.4,21.836496350364964,22.6,4,43.6175,43.65,0.03249999999999886,0.02499999999999858,0.03249999999999886,11.400000000000091,17.81,24.31,13.62,0.722,0.938,0.41159999999999997,20.41,0.0,3.86,2
2019-05-14,0.7694,0.7941492647058823,0.8444,0.8055,0.8174661764705882,0.8518,0.7822,0.792939705882353,0.8328,0.7302,0.7455742647058824,0.812,0.8207,0.8265698529411765,0.84,0.7921,0.7956544117647059,0.8,20.4,21.03970588235294,21.4,4,43.65,43.6625,0.012500000000002842,0.03249999999999886,0.012500000000002842,5.199999999999818,18.47,26.64,11.22,0.6228,0.9259999999999999,0.2663,29.53,0.0,5.2,2
2019-05-15,0.7618,0.7915382352941176,0.8462,0.8045,0.8183080882352941,0.8541,0.7813,0.7936610294117648,0.8335,0.7297,0.7464529411764707,0.8101,0.8209,0.8269985294117648,0.8402,0.7925,0.7962830882352941,0.8002,21.0,21.23676470588235,21.6,4,43.6625,43.68,0.017499999999998295,0.012500000000002842,0.017499999999998295,16.40000000000009,20.29,30.91,12.63,0.619,0.866,0.2536,28.8,0.0,6.13,2
2019-05-16,0.7668,0.7924550724637681,0.8485,0.8073,0.8207028985507246,0.8571,0.7845,0.7965311594202898,0.8382,0.7318,0.7491978260869565,0.8134,0.8214,0.8277731884057971,0.8395,0.7935,0.7968072463768117,0.8,21.4,21.70144927536232,22.2,4,43.6825,43.7125,0.030000000000001137,0.01999999999999602,0.03249999999999886,15.800000000000182,19.56,24.12,15.56,0.6748000000000001,0.885,0.37020000000000003,28.37,0.0,5.05,2
2019-05-17,0.7595,0.7857036231884058,0.8426,0.8065,0.8192985507246376,0.8566,0.7848,0.7963891304347827,0.8375,0.7323,0.7504710144927536,0.8145,0.8228,0.8290347826086957,0.8411,0.7944,0.797790579710145,0.8009,21.2,21.67246376811594,22.2,4,43.7125,43.74,0.02750000000000341,0.030000000000001137,0.02750000000000341,5.599999999999909,20.74,24.79,15.43,0.40659999999999996,0.889,0.2403,24.0,0.0,5.76,2
2019-05-18,0.7534,0.784279411764706,0.8421,0.8048,0.8197735294117647,0.8556,0.7834,0.7972661764705883,0.8382,0.7318,0.7521764705882353,0.8096,0.823,0.8294514705882353,0.8418,0.7953,0.7986110294117647,0.8021,21.0,21.349999999999998,21.6,4,43.7325,43.76,0.027499999999996305,0.020000000000003126,0.01999999999999602,13.199999999999818,18.22,23.45,12.95,0.5832,0.894,0.26039999999999996,19.3,0.0,3.94,2
2019-05-19,0.7552,0.7843459854014598,0.8358,0.8058,0.8193948905109488,0.8553,0.7855,0.7970875912408759,0.8361,0.7384,0.7559094890510949,0.8174,0.8244,0.830892700729927,0.8423,0.7956,0.7988481751824817,0.8021,20.4,21.080291970802918,21.6,4,43.76,43.78,0.020000000000003126,0.027499999999996305,0.020000000000003126,7.200000000000273,18.35,25.44,11.22,0.5279,0.9009999999999999,0.1954,25.59,0.0,4.79,2
2019-05-20,0.7557,0.7858014814814815,0.8408,0.8048,0.8195777777777777,0.8538,0.7845,0.7972807407407407,0.8366,0.7391,0.7561688888888889,0.8061,0.8265,0.8323577777777779,0.8467,0.797,0.8006474074074075,0.8051,20.6,21.096296296296295,21.4,4,43.7825,43.835,0.05250000000000199,0.022500000000000853,0.054999999999999716,10.799999999999727,18.4,24.98,11.22,0.6894,0.903,0.41969999999999996,25.73,0.0,4.56,2
2019-05-21,0.7648,0.7906118518518519,0.8485,0.8085,0.8217881481481482,0.8575,0.7888,0.8000200000000001,0.8394,0.7431,0.7584681481481481,0.8202,0.8267,0.83308,0.847,0.7975,0.8016481481481481,0.806,21.2,21.377777777777776,21.6,4,43.8325,43.875,0.042499999999996874,0.05000000000000426,0.03999999999999915,7.600000000000364,18.95,25.52,14.62,0.7490000000000001,0.9440000000000001,0.4644,23.36,2.38,4.35,2
2019-05-22,0.7722,0.7955290076335877,0.8467,0.8092,0.8212,0.8553,0.7895,0.7993625954198473,0.8394,0.744,0.7575877862595419,0.826,0.827,0.8334442748091604,0.8465,0.7986,0.8022687022900763,0.8058,21.0,21.299236641221373,21.6,4,43.87,43.9,0.030000000000001137,0.037499999999994316,0.02499999999999858,7.799999999999727,19.65,27.51,12.82,0.6512,0.951,0.28300000000000003,28.87,0.0,5.28,2
2019-05-23,0.7648,0.8051456521739131,0.8464,0.8073,0.8268253623188406,0.8553,0.7862,0.8084405797101449,0.8382,0.7367,0.7687826086956522,0.8239,0.8256,0.8382942028985507,0.8535,0.7988,0.8080768115942029,0.8207,21.2,21.897101449275365,23.0,4,43.875,43.9125,0.03750000000000142,0.005000000000002558,0.012500000000002842,22.200000000000273,21.1,30.04,13.02,0.5858,0.878,0.23550000000000001,27.78,0.0,5.53,2
2019-05-24,0.7889,0.8018401459854014,0.8401,0.8078,0.8159883211678832,0.8467,0.7869,0.7970350364963503,0.8335,0.7391,0.7530722627737226,0.8138,0.8272,0.8341839416058394,0.8493,0.8074,0.8105131386861314,0.8142,21.6,22.004379562043795,22.6,4,43.9125,43.9625,0.04999999999999716,0.03750000000000142,0.04999999999999716,13.199999999999818,18.1,24.79,13.89,0.6585,0.9179999999999999,0.3079,12.93,2.18,3.38,2
2019-05-25,0.7808,0.7985706766917293,0.8436,0.8021,0.813181954887218,0.8506,0.7813,0.7910195488721805,0.831,0.7323,0.7461586466165413,0.8115,0.8225,0.8271075187969925,0.8435,0.8039,0.8073165413533834,0.813,20.4,20.8812030075188,21.6,4,43.9625,43.9775,0.015000000000000568,0.04999999999999716,0.015000000000000568,14.400000000000091,17.91,23.8,13.28,0.7170000000000001,0.9259999999999999,0.405,12.98,0.0,3.04,2
2019-05-26,0.778,0.7955529411764706,0.8358,0.8006,0.8116654411764705,0.8454,0.7775,0.788485294117647,0.8279,0.7276,0.7421727941176471,0.8056,0.8181,0.8229860294117648,0.8358,0.8016,0.8044301470588235,0.8079,20.2,20.59705882352941,21.2,4,43.9725,43.995000000000005,0.022500000000007958,0.00999999999999801,0.0175000000000054,10.799999999999727,20.46,28.12,12.62,0.6317,0.935,0.3285,28.17,0.0,5.32,2
2019-05-27,0.7671,0.7932559701492538,0.8439,0.8008,0.8142731343283582,0.8516,0.778,0.7895529850746269,0.8319,0.7278,0.7443007462686567,0.8176,0.817,0.8228231343283583,0.8397,0.8002,0.803879104477612,0.8088,21.2,21.519402985074628,22.2,4,43.9925,44.0325,0.03999999999999915,0.020000000000003126,0.037499999999994316,13.200000000000273,21.62,30.37,13.62,0.6481999999999999,0.9229999999999999,0.3084,28.47,0.0,5.77,2
2019-05-28,0.7686,0.7947675925925927,0.8477,0.8048,0.8176046296296297,0.8538,0.7803,0.7940796296296296,0.8356,0.729,0.7491777777777777,0.8162,0.8174,0.8241472222222223,0.84,0.8002,0.8041583333333333,0.8079,22.0,22.296296296296298,22.6,4,44.0325,44.0775,0.045000000000001705,0.03999999999999915,0.045000000000001705,13.399999999999636,20.91,26.24,16.21,0.725,0.929,0.4637,28.94,0.0,5.31,2
2019-05-29,0.7676,0.7922661764705882,0.8495,0.8053,0.8177985294117648,0.8553,0.7831,0.7946110294117646,0.837,0.7313,0.7499014705882353,0.8202,0.8179,0.8244419117647058,0.8404,0.8002,0.8038007352941177,0.8079,22.0,22.323529411764707,22.6,4,44.07,44.09,0.020000000000003126,0.03750000000000142,0.012500000000002842,12.400000000000546,18.75,23.39,14.16,0.6053999999999999,0.883,0.37420000000000003,25.65,0.0,4.67,2
2019-05-30,0.762,0.7914102941176471,0.8469,0.8043,0.8182441176470588,0.8563,0.7822,0.7942889705882353,0.837,0.7316,0.7499875,0.8227,0.8184,0.8252580882352941,0.8428,0.8002,0.8040198529411765,0.8084,21.4,21.863235294117647,22.2,4,44.08,44.1225,0.04250000000000398,0.00999999999999801,0.03249999999999886,8.199999999999818,19.3,25.64,12.56,0.6309,0.904,0.34729999999999994,29.87,0.0,5.23,2
